,,


As of:,"Feb 16, 2018"

,,
Effective date ,S&P 500 VIX Short-Term Index MCAP
7/12/2017,83.1
7/13/2017,82.19
7/14/2017,79.67
7/17/2017,78.86
7/18/2017,77.87
7/19/2017,76.22
7/20/2017,75.91
7/21/2017,75.29
7/24/2017,74.87
7/25/2017,74.16
7/26/2017,74.73
7/27/2017,75.4
7/28/2017,75.2
7/31/2017,74.44
8/1/2017,74.13
8/2/2017,74.92
8/3/2017,75.4
8/4/2017,75.47
8/7/2017,74.35
8/8/2017,76.59
8/9/2017,77.58
8/10/2017,92.36
8/11/2017,92.79
8/14/2017,79.52
8/15/2017,79.49
8/16/2017,78.89
8/17/2017,89.88
8/18/2017,90.2
8/21/2017,85.36
8/22/2017,78.65
8/23/2017,82.43
8/24/2017,81.38
8/25/2017,79.73
8/28/2017,79.34
8/29/2017,80.12
8/30/2017,80.25
8/31/2017,77.54
9/1/2017,77.69
9/5/2017,79.97
9/6/2017,80.49
9/7/2017,79.36
9/8/2017,81.2
9/11/2017,76.52
9/12/2017,74.93
9/13/2017,72.47
9/14/2017,72.9
9/15/2017,72.16
9/18/2017,69.37
9/19/2017,69.4
9/20/2017,68.57
9/21/2017,68.86
9/22/2017,69.44
9/25/2017,69.17
9/26/2017,68.63
9/27/2017,68.22
9/28/2017,67.02
9/29/2017,65.95
10/2/2017,64.23
10/3/2017,64.47
10/4/2017,64.34
10/5/2017,62.27
10/6/2017,62.43
10/9/2017,63.33
10/10/2017,61.92
10/11/2017,61.15
10/12/2017,60.54
10/13/2017,59.44
10/16/2017,58.53
10/17/2017,58.8
10/18/2017,58.05
10/19/2017,57.55
10/20/2017,56.83
10/23/2017,59.03
10/24/2017,59.63
10/25/2017,60.06
10/26/2017,60.38
10/27/2017,57.53
10/30/2017,58.18
10/31/2017,57.04
11/1/2017,57.53
11/2/2017,56.99
11/3/2017,56.84
11/6/2017,55.96
11/7/2017,56.51
11/8/2017,56.51
11/9/2017,56.94
11/10/2017,58.27
11/13/2017,59.13
11/14/2017,58.79
11/15/2017,61.11
11/16/2017,58.83
11/17/2017,58.58
11/20/2017,56.13
11/21/2017,54.07
11/22/2017,53.44
11/24/2017,53.22
11/27/2017,52.97
11/28/2017,52.6
11/29/2017,53.49
11/30/2017,54.2
12/1/2017,55.18
12/4/2017,55.19
12/5/2017,54.97
12/6/2017,54.45
12/7/2017,52.47
12/8/2017,51.04
12/11/2017,49.29
12/12/2017,49.35
12/13/2017,49.48
12/14/2017,49.03
12/15/2017,47.32
12/18/2017,46.74
12/19/2017,46.78
12/20/2017,47.19
12/21/2017,46.39
12/22/2017,47.17
12/26/2017,46.84
12/27/2017,46.84
12/28/2017,46.5
12/29/2017,47.43
1/2/2018,45.21
1/3/2018,44.51
1/4/2018,44.33
1/5/2018,43.94
1/8/2018,43.82
1/9/2018,44.32
1/10/2018,43.64
1/11/2018,43.57
1/12/2018,43.96
1/16/2018,45.66
1/17/2018,45.85
1/18/2018,45.71
1/19/2018,45.11
1/22/2018,44.77
1/23/2018,45.4
1/24/2018,46.29
1/25/2018,46.93
1/26/2018,46.75
1/29/2018,50.54
1/30/2018,51.87
1/31/2018,50.21
2/1/2018,49.37
2/2/2018,56.28
2/5/2018,110.37
2/6/2018,81.73
2/7/2018,78.06
2/8/2018,87
2/9/2018,82.46
2/12/2018,79.83
2/13/2018,79.72
2/14/2018,71.88
2/15/2018,70.46
2/16/2018,71.4
,,
,,
,,
"Source: S&P Dow Jones Indices LLC, a division of S&P Global.

 The launch date of the S&P 500 VIX Short-Term Index MCAP was January 22, 2009.

All information presented prior to the index launch date is back-tested. Back-tested performance is not actual performance, but is hypothetical. The back-test calculations are based on the same methodology that was in effect when the index was officially launched. Past performance is not an indication or guarantee of future results.  Please see the Performance Disclosure at http://www.spindices.com/regulatory-affairs-disclaimers/ for more information regarding the inherent limitations associated with back-tested performance.

Copyright © 2018 S&P Dow Jones Indices LLC, a division of S&P Global. All rights reserved. Redistribution or reproduction in whole or in part are prohibited without written permission. STANDARD & POOR’S and S&P are registered trademarks of Standard & Poor’s Financial Services LLC, a division of S&P Global (“S&P”); DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”); and these trademarks have been licensed for use by S&P Dow Jones Indices LLC. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spdji.com.",
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
